name,year,count
CSS,2021,1775
Lua,2021,1471
DM,2021,1404
Groovy,2021,1397
Emacs Lisp,2021,1326
Perl,2021,1283
Haskell,2021,1043
R,2021,1017
OCaml,2021,844
Dockerfile,2021,700
Vue,2021,689
Elixir,2021,631
Clojure,2021,587
SystemVerilog,2021,534
Erlang,2021,517
Vim script,2021,512
Pascal,2021,507
Makefile,2021,505
Nunjucks,2021,468
Starlark,2021,453
Smalltalk,2021,437
SCSS,2021,423
PowerShell,2021,421
ColdFusion,2021,417
CoffeeScript,2021,378
Vala,2021,367
PLpgSQL,2021,354
TeX,2021,338
MATLAB,2021,308
HCL,2021,307
F#,2021,303
Jinja,2021,299
Julia,2021,257
Less,2021,242
Visual Basic .NET,2021,228
Common Lisp,2021,212
Fortran,2021,208
Assembly,2021,180
Verilog,2021,180
CodeQL,2021,168
Roff,2021,159
xBase,2021,156
Nim,2021,153
TSQL,2021,119
QML,2021,118
Haxe,2021,106
SourcePawn,2021,106
Python,2022,411
Java,2022,302
C++,2022,283
JavaScript,2022,220
Go,2022,204
PHP,2022,173
TypeScript,2022,169
C,2022,151
C#,2022,148
